Place,Latitude,Longitude,Weight,Team,Content,Comments,Related,Type,Negative,Postive,Neutral,Topographical features,Topographical features (general)
Mombaza,-4.050000,39.666667,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Kenyan city; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Quiloa,-8.959722,39.512778,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Kilwa in Tanzanya; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Melind,3.223611,40.130000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Malindi in Kenya; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Sofala,-20.150000,34.716667,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]","Port city Mozambique; candidate location for the biblical Ophir, whence Solomon's gold; part of Michael's imperial panorama.",seventy,B,0,0,1,region,region
Congo,-2.880000,23.656000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Angola,-8.833333,13.333333,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Niger,13.860140,-3.333280,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",West African river; part of Michael's imperial panorama.,seventy,,0,0,1,river,river
Atlas,31.061944,-7.916111,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Mountains of westernmost Africa; part of Michael's imperial panorama.,seventy,,0,0,1,mountian,mountain
Fez,34.033333,-5.000000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Moroccan city; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Sus,35.833333,10.633333,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Southwestern Morocco; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Morocco,32.000000,-6.000000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Algeria,28.000000,2.000000,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Tremisen,34.882776,-1.316670,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Region in Algeria; part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Mexico,19.433333,-99.133333,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Cusco,-13.525000,-71.972222,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Part of Michael's imperial panorama.,seventy,,0,0,1,region,region
Peru,-12.043333,-77.028333,1,Neutral,"""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [neutral]",Part of Michael's imperial panorama.,seventy,,0,0,1,region,region
